AC12 Concessions, brevets, licences, marques
AC13 Fonds commercial
AC2 Actifs corporels d'exploitation
AC21 Installations techniques et machines
AC22 Autres installations, outillage et mobilier
AC3 Placements
AC31 Terrains et constructions
AC311 Terrains et constructions d'exploitation
AC312 Terrains et constructions hors exploitation
STAR,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nettes au,,,nettes au,,,,,,,,,,,,,,,,,,,,,,,,
STAR,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/06/2025,,,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,
STAR,22,3,Primes émises,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRNV,,,220 599 507,,,193 974 905,,,,,,,,,,,,,,,,,,,26 624 602,,179 231 512,330 891 215,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,22,3,non vie,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,26 624 602,193 974 905,,,330 891 215,,,,,,,,,,,,,,,,,,,,,,,,
STAR,22,3,Primes émises vie,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRV1,,,,,,,,,,,,,,,,,,,,,,,,30 344 427,381 500,29 962 927,25 175 405,,51 381 189,,,,,,,,,,,,,,,,,,,,,,,,
STAR,22,3,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 943 934,27 006 102,223 937 832,204 406 917,,382 272 404,,,,,,,,,,,,,,,,,,,,,,,,
STAR,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,,,,,,
STAR,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brutes,,,nettes au,,,,,,,,,,,,,,,,,,,,,,,,
STAR,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/06/2025,,,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,
STAR,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,,,,,,
STAR,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brutes,,,nettes au,,,,nettes au,,,,,,,,,,,,,,,,,,,,
STAR,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/06/2025,,,30/06/2024,,,,31/12/2024,,,,,,,,,,,,,,,,,,,,
STAR,24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRV23,,,,,,,,,,,,,,,,,,,
STAR,24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80 447,,,187 576,406 475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRV24,,,,,,,,,,,,,,,,,,
STAR,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66 661 484,,,59 514 228,106 042 719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHV91,,,,,,,,,,,,,,,,,
STAR,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHNT12 +,,,,,,,,,,,,,,,,,
STAR,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHV92,,,,,,,,,,,,,,,,,
STAR,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHNT13 +,,,,,,,,,,,,,,,,,
STAR,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHV93,,,,,,,,,,,,,,,,,
STAR,25,4,,,,,,,,,,,,,,,,,,,,,"Commissions des agents d’assurances, courtiers et",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,25,4,,,,,,,,,,,,,,,,,,,,,bancassurances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,29,1,"Placements immobiliers et placements immobiliers en
cours
Actions et autres titres à revenu variable autres que les
parts d'OPCVM
Parts d'OPCVM
Obligations et autres titres à revenu fixe
Prêts au personnel
Dépôts auprès des entreprises cédantes
Autres",,,"53 984 846
65 612 784
99 719 639
805 762 101
15 340 239
4 624 584
63 274 360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60 419 100
97 246 481
102 035 016
806 412 602
15 369 215
4 624 584
64 964 733",,88 199 022,,,,,,,,,,,,,,
STAR,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251 295 874,,,,,,,,,,,,,,
STAR,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104 583 833,,,,,,,,,,,,,,
STAR,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"805 762 100
15 340 239
4 624 584
63 274 362",,,,,,,,,,,,,,
STAR,29,1,Total,,,"1 108 318
554",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 151 071
731",,"1 333 080
015",,,,,,,,,,,,,,
STAR,29,2,Désignation,,"Revenus et frais financiers concernant
les placements dans des entreprises
avec lien de participation","Autres revenus et frais
financiers",,,,,,,,,,,,,,,,,,,,,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,29,2,Revenus des placements immobiliers,,,80 447,,,,,,,,,,,,,,,,,,,,,,,,,80 447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,29,2,Revenus des participations,,13 520 949,4 197 274,,,,,,,,,,,,,,,,,,,,,,,,,17 718 223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,29,2,Revenus des autres placements,,,38 804 784,,,,,,,,,,,,,,,,,,,,,,,,,38 804 784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,29,2,Autres revenus financiers,,,3 257 709,,,,,,,,,,,,,,,,,,,,,,,,,3 257 709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,29,2,Total produits des placements,,13 520 949,46 340 214,,,,,,,,,,,,,,,,,,,,,,,,,59 861 164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,29,2,intérêts,,,175 177,,,,,,,,,,,,,,,,,,,,,,,,,175 177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,29,2,frais externes et internes,,,130 484,,,,,,,,,,,,,,,,,,,,,,,,,130 484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,29,2,autres frais,,,628 654,,,,,,,,,,,,,,,,,,,,,,,,,628 654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,29,2,Total charges des placements,,0,934 315,,,,,,,,,,,,,,,,,,,,,,,,,934 315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,30,1,CATEGORIES,,Vie,Déces,,,,,,,,,,,,,,,,,,,,,,,,,Mixte,Acceptation,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,30,1,"Primes émises
charges de prestations
charges des provisions d'assurance vie et des autres provisions
techniques",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,30,1,,,"13 004 849
-2 629 907
-10 982 287","16 971 139
-3 290 825
-1 622 717",,,,,,,,,,,,,,,,,,,,,,,,,"368 439
-639 780
-368 911","0
0
0",,"30 344 427
-6 560 512
-12 973 915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,30,1,Solde de Souscription,,-607 345,12 057 597,,,,,,,,,,,,,,,,,,,,,,,,,-640 252,0,,10 810 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,30,1,"Frais d'acquisition
Autres charges de gestion nettes",,"-1 423 745
-705 742","-1 803 390
-893 933",,,,,,,,,,,,,,,,,,,,,,,,,"-173 129
-85 820","0
0",,"-3 400 264
-1 685 495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,30,1,Charges d'acquisition et de gestion nettes,,-2 129 487,-2 697 323,,,,,,,,,,,,,,,,,,,,,,,,,-258 949,0,,-5 085 759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,30,1,"Produits nets de placements
Participation aux résultats",,"1 938 162
-720 616","3 609 790
0",,,,,,,,,,,,,,,,,,,,,,,,,"234 543
-3 232","0
0",,"5 782 495
-723 848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,30,1,Solde Financier,,1 217 546,3 609 790,,,,,,,,,,,,,,,,,,,,,,,,,231 311,0,,5 058 647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,30,1,"Part réassureurs /rétrocessionnaires dans
les primes cédées
les prestations payés
les charges de provi. pour prestations
la participation aux résultats
Commissions reçues des réassureurs /rétrocessionnaires",,"0
0
0
0
0","-381 500
1 207 206
0
0
0",,,,,,,,,,,,,,,,,,,,,,,,,"0
0
0
0
0","0
0
0
0
0",,"-381 500
1 207 206
0
0
0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,30,1,Solde de réassurance / rétrocession,,0,825 706,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,825 706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,30,1,Résultat technique,,-1 519 286,13 795 770,,,,,,,,,,,,,,,,,,,,,,,,,-667 890,0,,11 608 594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,30,1,"Informations complémentaires
Montant des rachats
Intérets techniques bruts de l'exercice
Provisions techniques brutes à la clôture
Provisions techniques brutes à l'ouverture",,"2 500 876
0
53 826 797
42 124 080","0
0
97 856 552
96 233 835",,,,,,,,,,,,,,,,,,,,,,,,,"639 780
0
6 487 556
6 115 412","0
0
1 345
1 345",,"3 140 656
0
158 172 250
144 474 672",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRIMES ACQUISES
Primes émises
Variation des Primes non acquises
CHARGES DE PRESTATION
Prestations et Frais payés
Charges des provisions pour prestations diverses","65 655 312
70 367 993
-4 712 681
-64 258 303
-61 855 145
-2 403 158","0
0
0
-296 210
-712 682
416 472","6 411 435
10 908 698
-4 497 263
-5 932 561
-1 644 785
-4 287 776","11 626 904
15 668 333
-4 041 429
-7 080 466
-4 967 148
-2 113 318","4 059 714
3 247 233
812 481
-1 628 336
-715 803
-912 533","2 449 256
876 880
1 572 376
-235 195
-194 878
-40 317","99 394 331
118 871 161
-19 476 830
-72 881 765
-77 600 886
4 719 121","733 054
659 209
73 845
-250 244
-217 203
-33 041","190 330 006
220 599 507
-30 269 501
-152 563 080
-147 908 530
-4 654 550",,,,
STAR,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solde de souscription,1 397 009,-296 210,478 874,4 546 438,2 431 378,2 214 061,26 512 566,482 810,37 766 926,,,,
STAR,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frais d'acquisition
Autres charges de gestion nettes","-8 822 729
-5 114 430","0
-225 938","-1 111 091
-2 443 890","-2 531 606
-3 078 350","-864 763
-1 001 414","-242 769
-310 253","-19 213 424
-13 931 036","-149 229
-319 196","-32 935 611
-26 424 507",,,,
STAR,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charges d'acquisition et de gestion nettes,-13 937 159,-225 938,-3 554 981,-5 609 956,-1 866 177,-553 022,-33 144 460,-468 425,-59 360 118,,,,
STAR,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Produits nets de placements
Participation aux résultats","1 406 379
-1 182 460","449 779
0","1 234 239
-642 114","3 006 522
-595 917","1 580 260
-152 323","302 280
896","31 551 129
-994 312","228 050
0","39 758 638
-3 566 230",,,,
STAR,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solde Financier,223 919,449 779,592 125,2 410 605,1 427 937,303 176,30 556 817,228 050,36 192 408,,,,
STAR,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Part réassureurs /rétrocessionnaires dans
les primes acquises
les prestations payés
les charges de provi. pour prestations
la participation aux résultats
Commissions reçues des réassureurs /rétrocessionnaires","-99 687
16 367
0
0
21 931","0
0
0
0
0","-7 149 481
459 506
2 104 272
524 293
1 832 255","-6 917 446
659 880
681 401
267 925
1 144 386","-3 220 802
16 318
270 805
0
681 474","-2 328 672
0
-11 494
0
102 632","-6 605 076
0
1 230 353
0
2 695 527","-41 010
0
0
0
0","-26 362 174
1 152 071
4 275 337
792 218
6 478 205",,,,
STAR,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solde de réassurance / rétrocession,-61 389,0,-2 229 155,-4 163 854,-2 252 205,-2 237 534,-2 679 196,-41 010,-13 664 343,,,,
STAR,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Résultat technique,-12 377 620,-72 369,-4 713 137,-2 816 767,-259 067,-273 319,21 245 727,201 425,934 873,,,,
STAR,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Informations complémentaires
Provisions pour Primes non Acquises clôture
Provisions pour Primes non Acquises Réouverture
Provisions pour Sinistres à Payer clôture
Provisions pour Sinistres à Payer Réouverture","5 316 566
603 885
23 631 198
21 228 039","0
0
1 463 927
1 488 366","10 056 997
5 559 734
18 941 821
14 654 045","11 926 396
7 884 967
54 697 183
52 583 865","1 203 452
2 015 933
31 374 192
30 461 660","2 352 313
3 924 689
2 304 363
2 264 046","107 846 342
88 369 512
566 514 773
571 233 894","1 816 690
1 890 534
2 948 289
2 915 248","0
140 518 756
110 249 254
701 875 746
696 829 163",,,,
STAR,32,1,2022,,2023,2024,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,
STAR,32,1,"356 740
0
356 740
72 702 706",,"667 948
0
667 948
83 629 100","506 780
0
506 780
100 624 848",,,,,,,,,,,,,,,,,,,,,,,,,"723 848
0
723 848
116 867 855",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Participation aux
résultats
Participation
attribuée et payée
Variation Prov.
Participation
bénéfice
Provisions
mathématiques
moyennes","81 982
0
81 982
63 617 483",,
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Exprimé en Dinars tunisiens),
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Primes Acquises PRV1 _1°Colonne
Charges de prestations CHV1 _1°Colonne
Charges des provisions d'assurance Vie et des autres provisions
CHV2 _1°Colonne
techniques",
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 344 427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐6 560 512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐12 973 915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 810 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solde de souscription,
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frais d'acquisition CHV41+CHV42
PRV4‐
Autres charges de gestion nettes
CHV43+CHV5",
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐3 400 264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐1 685 495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐5 085 759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charges d’acquisition et de gestion nettes,
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 782 495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Produits alloués, transférés à l'état de résultat non technique PRV2‐CHV9
Participation aux résultats CHV3_1°Colonne",
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐723 848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 058 647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solde Financier,
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐381 500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Part des réassureurs dans les primes acquises PRV11 _ 2°Colonne
Part des réassureurs dans les prestations payées CHV11_ 2°Colonne
Part des réassureurs dans les charges de provisions CHV21_ 2°Colonne
Part des réassureurs dans les participations aux résultats CHV3_ 2°Colonne
Commissions reçues des réassureurs CHV44_ 2°Colonne",
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 207 206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825 706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solde de réassurance,
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 608 594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Résultat technique,
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Informations complémentaires,
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montant des rachats 3 140 656
Intérêts technique bruts de l'exercice 0
Provisions techniques brutes à la clôture 158 172 249
Provisions techniques brutes à l'ouverture 144 474 672",
STAR,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,catégorie Non‐Vie au 30/06/2025
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Exprimé en Dinars tunisiens)
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Primes Acquises 190 330 006
Primes émises PRNV11_1°Colonne 220 599 507
Variation des primes non acquises PRNV12 ‐30 269 501
‐152 563
Charges de prestations
080
Prestations et frais payés CHNV11_1°Colonne ‐147 908 530
CHNV12+CHNV2+CHNV6_1°Colo
Charges des provisions pour prestations diverses ‐4 654 550
nne"
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37 766 926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solde de souscription
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,33,1,,,,CHNV41+CHNV42,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐32 935 611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frais d'acquisition
STAR,33,1,,,,CHNV43+CHNV5‐PRNV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐26 424 507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autres charges de gestion nettes
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐59 360 118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charges d’acquisition et de gestion nettes
STAR,33,1,,,,PRNT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,39 758 638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Produits nets des placements
STAR,33,1,,,,CHNV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐3 566 230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Participations aux résultats
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36 192 408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solde Financier
STAR,33,1,,,,PRNV11+PRNV12 _ 2°Colonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,26 362 174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Part des réassureurs dans les primes acquises
STAR,33,1,,,,CHNV11 _ 2°Colonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐1 152 071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Part des réassureurs dans les prestations payées
STAR,33,1,,,,CHNV12 _ 2°Colonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐4 275 337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Part des réassureurs dans les charges de provisions
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Part des réassureurs dans les autres provisions
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,techniques
